UID,Titulo,Descripción,Número de Filas,Número de Columnas,alcance_geografico,es_viable,ds_encabezados_utiles,Información de la Entidad: Nombre de la Entidad,Información de la Entidad: Sector,Información de la Entidad: Orden,Información de la Entidad: Departamento,Información de la Entidad: Municipio,Categoría,Etiqueta,Fecha de última actualización de datos (UTC),API,url,ds_justificacion,ds_score_relevancia,ds_calidad_datos,ds_reto_principal,ds_retos_secundarios,ds_potencial_integracion,ds_reto_sugerido,ds_justificacion_sugerida,latitud,longitud
u82f-w37m,Uso del suelo Sucreño por hectaras,"EL uso del suelo en el Departamento de Sucre se distribuye de la siguiente manera: 24.214 hectáreas de bosques, 677.786 hectáreas de pastos, 90.148 hectáreas cultivadas, 43.609 hectáreas de uso urbano y 255.935 hectáreas en otros usos. Dentro de estos el municipio con mayor área de bosque es San Onofre con 7.020 hectáreas, de pastos es San Marcos 72.243 hectáreas, de cultivo es Majagual con 18.306 hectáreas y Urbana es San Onofre con 7.394 hectáreas.",270,60,regional,False,True,Gobernación de Sucre,"Vivienda, Ciudad y Territorio",Territorial,Sucre,Sincelejo,"Vivienda, Ciudad y Territorio",No disponible,2018 Aug 31 08:38:35 PM,https://www.datos.gov.co/resource/u82f-w37m.json,https://www.datos.gov.co/d/u82f-w37m,"[Objetivo] Planificación agrícola y ordenamiento territorial | [Insumos] Distribución de usos del suelo (bosques, pastos, cultivos) | [Impacto] Gestión sostenible del suelo rural | [Metodo] Razonamiento",4,2,R04_Agricultura,No disponible,False,,,9.3,-75.39
u958-pr9h,Evaluaciones Agropecuarias por consenso DEPARTAMENTO DE BOYACÁ,"Cifras sectoriales en cuanto a las variables de cultivo, área sembrada, área cosechada, producción y rendimiento  para el sector agrícola obtenidas en las evaluaciones agropecuarias del periodo (2011-2021). Las cifras fueron obtenidas a través de la Unidad de Planificación Rural Agropecuaria - UPRA del Ministerio de Agricultura y en coordinación con los municipios.",24788,80,regional,False,True,Gobernación de Boyacá,Agricultura y Desarrollo Social,Territorial,Boyacá,Tunja,Agricultura y Desarrollo Rural,"evaluaciones,agropecuarias,cifras,cultivo,área sembradas,cosechada,producción,agropecuario",2023 Aug 19 01:09:51 AM,https://www.datos.gov.co/resource/u958-pr9h.json,https://www.datos.gov.co/d/u958-pr9h,"[Objetivo] Estimar rendimientos agrícolas históricos | [Insumos] Evaluaciones agropecuarias con área, producción y rendimiento por cultivo y municipio (2011-2021) | [Impacto] Toma de decisiones para la productividad y adaptación climática rural | [Metodo] Razonamiento",5,4,R04_Agricultura,No disponible,False,,,5.53,-73.36
u958-pr9h:17,Evaluaciones Agropecuarias por consenso DEPARTAMENTO DE BOYACÁ,"Cifras sectoriales en cuanto a las variables de cultivo, área sembrada, área cosechada, producción y rendimiento  para el sector agrícola obtenidas en las evaluaciones agropecuarias del periodo (2011-2021). Las cifras fueron obtenidas a través de la Unidad de Planificación Rural Agropecuaria - UPRA del Ministerio de Agricultura y en coordinación con los municipios.",24788,80,regional,False,True,Gobernación de Boyacá,Agricultura y Desarrollo Social,Territorial,Boyacá,Tunja,Agricultura y Desarrollo Rural,"evaluaciones,agropecuarias,cifras,cultivo,área sembradas,cosechada,producción,agropecuario",2023 Aug 19 01:09:51 AM,No disponible,https://www.datos.gov.co/d/u958-pr9h/revisions/17,"[Objetivo] Anticipar rendimientos agrícolas y riesgos climáticos | [Insumos] evaluaciones agropecuarias (área, producción, rendimiento) | [Impacto] Mayor productividad rural | [Metodo] Razonamiento",5,2,R04_Agricultura,No disponible,False,,,5.53,-73.36
ub3b-jtuw,SUPERFICIE PRODUCCION EN HECTÁREAS CON OTROS CULTIVOS TRANSITORIOS,SUPERFICIE PRODUCCION EN HECTÁREAS CON OTROS CULTIVOS TRANSITORIOS,430,260,regional,False,True,Gobernación de Valle del Cauca,Agricultura y Desarrollo Social,Territorial,Valle del Cauca,Cali,Agricultura y Desarrollo Rural,agricultura,2021 Sep 22 05:43:41 PM,https://www.datos.gov.co/resource/ub3b-jtuw.json,https://www.datos.gov.co/d/ub3b-jtuw,[Objetivo] Predicción de rendimiento agrícola | [Insumos] Superficie de cultivos transitorios | [Impacto] Mayor productividad agrícola | [Metodo] Razonamiento,5,2,R04_Agricultura,No disponible,False,,,2.44,-76.61
ucuk-raek,"Evaluación de Tierras para el cultivo tecnificado de limón Tahití (Citrus latifolia Tanaka), en el departamento del Quindío.","El mapa es el producto resultante de la validación y aplicación de la metodología de evaluación de tierras con fines agropecuarios a escala 1:25.000 en el departamento del Quindío, en el marco del convenio interadministrativo No. 275 de 2016, suscrito entre la Gobernación del Quindío y la UPRA. El proceso de evaluación de tierras es un instrumento de planificación para las áreas rurales que facilita la identificación de áreas geográficas con una combinación de características físicas, biológicas, humanas e institucionales aptas para un uso determinado, que pueden ser interpretadas en términos de objetivos para la gestión de los territorios. El mapa de aptitud, es una herramienta que permite identificar posibles núcleos de desarrollo, orientar políticas del sector agropecuario y de la planificación rural del departamento en la vigencia diciembre 2019.

Aptitud: Áreas con potencial para el establecimiento y desarrollo del cultivo tecnificado de limón Tahití (Citrus latifolia Tanaka), bajo un marco legal, normativo y técnico que las define y diferencia de otros usos posibles.

Categorías:
Aptitud alta: Zonas con las mejores condiciones desde el punto de vista físico, socioecosistémico y socioeconómico.
Aptitud media: Zonas con limitaciones moderadas de tipo físico, socioecosistémico y/o socioeconómico.
Aptitud baja: Zonas con fuertes limitaciones de tipo físico, socioecosistémico y/o socioeconómico, las cuales podrían adecuarse con grandes inversiones y/o el desarrollo de nuevas tecnologías.
No apta: Zonas con restricciones físicas y socioecosistémicas que imposibilitan el desarrollo de la actividad.
Exclusión legal: Zonas en las cuales, por mandato legal, no se permite el desarrollo del cultivo tecnificado de limón Tahití (Citrus latifolia Tanaka).",3477,90,nacional,True,True,"Unidad de Planificación de Tierras Rurales, Adecuación de Tierras y Usos Agropecuarios",Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"productividad,aptitud,zonificación,planificación,sostenibilidad,limón,upra",2020 Nov 28 05:53:55 PM,https://www.datos.gov.co/resource/ucuk-raek.json,https://www.datos.gov.co/d/ucuk-raek,"[Objetivo] Evaluar tierras para limón Tahití en Quindío, apoyando la citricultura tecnificada. | [Insumos] Zonificación detallada de aptitud. | [Impacto] Mejora la competitividad del sector citrícola y la generación de empleo. | [Metodo] Razonamiento",5,2,R04_Agricultura,R06_MedioAmbiente,False,,,4.61,-74.08
ue34-8c6x,Guaduas,"Relacióna la información de las estaciones hidrometeorologicas de propiedad del IDEAM: Nombre de la estación, codigo, tipo, clase y categoría, localización y otros.",0,110,nacional,True,True,"Instituto de Hidrología, Meteorología y Estudios Ambientales",Ambiente y Desarrollo Sostenible,Nacional,Bogotá D.C.,Bogotá D.C.,Ambiente y Desarrollo Sostenible,"ideam,hidrometeorología,catálogo estaciones",2026 Apr 21 09:00:36 AM,https://www.datos.gov.co/resource/ue34-8c6x.json,https://www.datos.gov.co/d/ue34-8c6x,[Objetivo] Anticipar rendimientos agricolas y riesgos climaticos | [Insumos] Estaciones hidrometeorologicas (meteorologia historica) | [Impacto] Mayor productividad y resiliencia rural | [Metodo] Razonamiento,3,3,R04_Agricultura,R06_MedioAmbiente,False,,,4.61,-74.08
uejq-wxrr,Evaluaciones Agropecuarias Municipales – EVA. 2019 - 2024. Base Agrícola,"La EVA es una investigación que se realiza mediante un mecanismo subjetivo de recolección de información respecto al área, la producción y el rendimiento de la actividad agropecuaria municipal. El método de cálculo se fundamenta principalmente en la confrontación y conciliación de la información que proveen los registros administrativos que manejan entidades y gremios del sector (área registrada, área bajo asistencia técnica, sacrificio de ganado, registros de parafiscales etc.), con el conocimiento de los funcionarios y los profesionales
 del sector, respecto al desarrollo y comportamiento de la producción. Su cobertura es de 1.103 municipios y de cerca de 200 productos de la canasta agropecuaria. El Gobierno Nacional, mediante Resolución 299 de 2019 del Ministerio de Agricultura y Desarrollo Rural (MADR), delegó en la Unidad de Planificación Rural Agropecuaria (UPRA) coordinar las actuaciones de las
autoridades administrativas sectoriales con miras a implementar el Sistema Nacional Unificado de Información Rural y Agropecuaria (SNUIRA), el Sistema de Información para la Gestión de Riesgos Agropecuarios (SIGRA), consolidar Agronet y gestionar la información del sector agropecuario generada por las diferentes entidades adscritas y vinculadas, así como la realización de las Evaluaciones Agropecuarias Municipales (EVA) en coordinación con las entidades competentes. En la operación de la EVA por la UPRA, se cuenta con información municipal y semestral para los años 2019 al 2024, referente al área sembrada, el área cosechada, la producción y el rendimiento de la actividad agrícola, el
inventario y el sacrificio de las principales especies pecuarios. Esta información se cuenta dispuesta en la página de la EVA-UPRA, en el SIGRA, en AGRONET.
La información recolectada a través de este proyecto es de gran importancia en la toma de decisiones a todo nivel y se convierte en la base para la formulación de planes, proyectos y políticas agropecuarias para el desarrollo económico de los municipios, las regiones y del país.
Nota: Los datos de área cosechada, producción y rendimiento de cultivos transitorios a partir del año 2022, corresponden a las cosechas efectivas de cada periodo; para los años anteriores estas variables corresponden a las siembras realizadas en el periodo respectivo. Las cifras de los dos últimos años son susceptibles de modificación por posibles ajustes de las fuentes. El municipio Nuevo Belén de Bajirá, código 27493, se incorporó a las EVA en el 2024, dado que a partir del decreto 0284 del 26 de diciembre de 2023 y de la Ordenanza No. 180 del 27 de junio de 2023, se crea el municipio, segregado del municipio de Riosucio.",141073,180,nacional,True,True,"Unidad De Planificación De Tierras Rurales, Adecuación De Tierras Y Usos Agropecuarios - UPRA, Bogotá D.C.",Agricultura y Desarrollo Rural,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"cultivos,área,rendimiento,upra,producción,cultivos transitorios,evaluaciones agropecuarias municipales",2025 Oct 21 09:09:48 PM,https://www.datos.gov.co/resource/uejq-wxrr.json,https://www.datos.gov.co/d/uejq-wxrr,"[Objetivo] Evaluaciones Agropecuarias Municipales: área, producción, rendimiento | [Insumos] Encuestas municipales y registros administrativos | [Impacto] Políticas de desarrollo rural basadas en evidencia | [Metodo] Razonamiento",5,4,R04_Agricultura,No disponible,False,,,4.61,-74.08
uhhs-vwxa,DATA,"Contiene inventarios de área, producción y rendimiento, de la parte agrícola, pecuaria y piscícola del departamento, que permite evaluar el comportamiento del sector agropecuario anualmente.
Gobernacion Huila",171,210,nacional,False,False,Gobernación del Huila,No Aplica,Territorial,Huila,Neiva,Agricultura y Desarrollo Rural,agrícola cultivos permanentes cultivos semipermanentes,2016 Jul 14 02:27:21 PM,https://www.datos.gov.co/resource/uhhs-vwxa.json,https://www.datos.gov.co/d/uhhs-vwxa,"[Objetivo] Monitoreo de producción agropecuaria. | [Insumos] Inventarios de área, producción y rendimiento del Huila. | [Impacto] Mejor planificación y productividad rural. | [Metodo] Razonamiento",5,3,R04_Agricultura,No disponible,False,,,2.92,-75.28
uhjh-v4jy:0,Presentación sobre resultados de la Caracterización a productores de ñame APP Montes de María,No disponible,0,0,nacional,False,False,No disponible,No disponible,No disponible,No disponible,No disponible,No disponible,No disponible,2021 Aug 15 10:06:37 AM,No disponible,https://www.datos.gov.co/d/uhjh-v4jy/revisions/0,[Objetivo] Caracterización de productores de ñame | [Insumos] Datos de productores en Montes de María | [Impacto] Fortalecimiento de la cadena agrícola del ñame | [Metodo] Razonamiento,3,1,R04_Agricultura,No disponible,False,,,4.61,-74.08
ungg-8fgj,Polígono sujeto párrafo 2. POT Bogotá D.C.,"En el marco del Decreto 555 de 2021 ""Plan de Ordenamiento Territorial de Bogotá D.C"". Área sujeta a lo definido en el parágrafo 2 del artículo 237 del Decreto 555 de 2021 “Implantación de Parques Industriales Ecoeficientes - PIE”",0,0,nacional,True,True,No disponible,No disponible,No disponible,No disponible,No disponible,No disponible,"edificabilidad,norma urbana,plan de ordenamiento territorial,planeación,tratamiento urbanístico,urbanismo,uso del suelo",2026 Apr 06 07:18:23 PM,https://www.datos.gov.co/resource/ungg-8fgj.json,https://www.datos.gov.co/d/ungg-8fgj,"[Objetivo] Sin conexión analítica directa, léxico por 'uso del suelo' | [Insumos] polígono urbano | [Impacto] Potencial limitado para agricultura | [Metodo] Lexico: palabra='uso del suelo'",1,3,R04_Agricultura,No disponible,False,,,4.61,-74.08
uqhp-sajj,"CULTIVO DE ARROZ SECANO EN LOS AÑOS 2010 A 2016, CAQUETÁ",Contiene datos del cultivo de arroz secano en el Caquetá en un periodo comprendido de los años 2010 a 2016.,140,50,regional,False,True,Gobernación de Caquetá,Agricultura y Desarrollo Social,Territorial,Caquetá,Florencia,No disponible,No disponible,2019 Mar 18 12:51:22 PM,https://www.datos.gov.co/resource/uqhp-sajj.json,https://www.datos.gov.co/d/uqhp-sajj,[Objetivo] Estadísticas de cultivo de arroz | [Insumos] producción agrícola | [Impacto] Productividad | [Metodo] Razonamiento,4,2,R04_Agricultura,No disponible,False,,,4.61,-74.08
ur8r-q5hn,hortalizas  Hectáreas Cosechadas Valle Del Cauca,hectáreas cosechadas con  hortalizas en el valle del cauca,1280,210,regional,False,True,Gobernación de Valle del Cauca,Función Pública,Territorial,Valle del Cauca,Cali,Agricultura y Desarrollo Rural,"aji,arveja,cebolla,cilantro,habichuela,lechuga",2021 Sep 22 04:11:41 PM,https://www.datos.gov.co/resource/ur8r-q5hn.json,https://www.datos.gov.co/d/ur8r-q5hn,[Objetivo] Anticipar producción de hortalizas | [Insumos] hectáreas cosechadas de hortalizas | [Impacto] Productividad y seguridad alimentaria | [Metodo] Razonamiento,5,3,R04_Agricultura,No disponible,False,,,2.44,-76.61
urxm-qzje,Zonificación de aptitud para el cultivo comercial de papaya (Carica papaya L.) híbrido Tainung en Colombia.,"El mapa de aptitud para el cultivo comercial de papaya (Carica papaya L.) híbrido Tainung en Colombia, a escala 1:100.000, es el producto resultante de la aplicación de la metodología de zonificación de aptitud para cultivos comerciales, descrita en el documento: ""Zonificación de aptitud para cultivo comercial de papaya híbrido Tainung en Colombia, a escala 1:100.000, Diciembre 2019.""

Categorías:

• Aptitud Alta: Zonas con las mejores condiciones desde el punto de vista físico, socioecosistémico y socioeconómico.
• Aptitud Media: Zonas con limitaciones moderadas de tipo físico, socioecosistémico y/o socioeconómico.
• Aptitud Baja: Zonas con fuertes limitaciones de tipo físico, socioecosistémico y/o socioeconómico, las cuales podrían adecuarse con grandes inversiones y/o el desarrollo de nuevas tecnologías.
• No Apta: Zonas con restricciones físicas y socioecosistémicas que imposibilitan el desarrollo de la actividad.
• Exclusión legal: Zonas en las cuales, por mandato legal, no se permite el desarrollo de la producción de papaya (Carica papaya L.) híbrido Tainung, con fines comerciales.",199248,90,nacional,True,True,"Unidad de Planificación de Tierras Rurales, Adecuación de Tierras y Usos Agropecuarios",Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"papaya,zonificación,aptitud,cultivo,planificación,productividad,upra",2020 Nov 29 04:00:30 PM,https://www.datos.gov.co/resource/urxm-qzje.json,https://www.datos.gov.co/d/urxm-qzje,"[Objetivo] Ofrecer una zonificación nacional de aptitud para papaya híbrido, base para decisiones de siembra y extensión agrícola. | [Insumos] Modelo de aptitud comercial a partir de variables climáticas y edáficas. | [Impacto] Optimiza la distribución espacial del cultivo, reduciendo costos y riesgos climáticos. | [Metodo] Razonamiento",5,3,R04_Agricultura,R06_MedioAmbiente,False,,,4.61,-74.08
